table with row headers in column A,,,,,,,,,,,,,,,,,,,,,,
"Part III.  Population of Counties, Earliest Census to 1990",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
POPULATION OF COUNTIES -- ALABAMA: 1800-1990,,,,,,,,,,,,,,,,,,,,,,
County,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,1850,1840,1830,1820,1810,1800,Notes,
SOUTH CAROLINA,"3,486,703","3,121,820","2,590,516","2,382,594","2,117,027","1,899,804","1,738,765","1,683,724","1,515,400","1,340,316","1,151,149","995,577","705,606","703,708","668,507","594,398","581,185","502,741","415,115","345,591","249,073",See note 1
,,,,,,,,,,,,,,,,,,,,,,
Abbeville ,"23,862","22,627","21,112","21,417","22,456","22,931","23,323","27,139","34,804","33,400","46,854","40,815","31,129","32,385","32,318","29,351","28,149","23,167","21,156","13,553","9,197",
Aiken ,"120,940","105,625","91,023","81,038","53,137","49,916","47,403","45,574","41,849","39,032","31,822","28,112",---,---,---,---,---,---,---,---,---,See note 2
Allendale ,"11,722","10,700","9,692","11,362","11,773","13,040","13,294","16,098",---,---,---,---,---,---,---,---,---,---,---,---,---,See note 3
Anderson ,"145,196","133,235","105,474","98,478","90,664","88,712","80,949","76,349","69,568","55,728","43,696","33,612","24,049","22,873","21,475","18,493","17,169",---,---,---,---,*Pendleton
Bamberg ,"16,902","18,118","15,950","16,274","17,533","18,643","19,410","20,962","18,544","17,296",---,---,---,---,---,---,---,---,---,---,---,*Barnwell
Barnwell ,"20,293","19,868","17,176","17,659","17,266","20,138","21,221","23,081","34,209","35,504","44,613","39,857","35,724","30,743","26,608","21,471","19,236","14,750","12,280","7,376",---,*Orangeburg
Beaufort ,"86,425","65,364","51,136","44,187","26,993","22,037","21,815","22,269","30,355","35,495","34,119","30,176","34,359","40,053","38,805","35,794","37,032","32,199","25,887","20,428","18,753",See note 4
Berkeley ,"128,776","94,727","56,199","38,196","30,251","27,128","22,236","22,558","23,487","30,454","55,428",---,---,---,---,---,---,---,---,---,---,*Charleston
Calhoun ,"12,753","12,206","10,780","12,256","14,753","16,229","16,707","18,384","16,634",---,---,---,---,---,---,---,---,---,---,---,---,See note 5
Charleston ,"295,039","276,974","247,650","216,382","164,856","121,105","101,050","108,450","88,594","88,006","59,903","102,800","88,863","70,100","72,805","82,661","86,338","80,212","63,179","57,480","66,985",See note 6
Cherokee ,"44,506","40,983","36,791","35,205","34,992","33,290","32,201","27,570","26,179","21,359",---,---,---,---,---,---,---,---,---,---,---,See note 7
Chester ,"32,170","30,148","29,811","30,888","32,597","32,579","31,803","33,389","29,425","28,616","26,660","24,153","18,805","18,122","18,038","17,747","17,182","14,189","11,479","8,185","6,866",
Chesterfield ,"38,577","38,161","33,667","33,717","36,236","35,963","34,334","31,969","26,301","20,401","18,468","16,345","10,584","11,834","10,790","8,574","8,472","6,645","5,564","5,216",---,See note 8
Clarendon ,"28,450","27,464","25,604","29,490","32,215","31,500","30,036","34,878","32,188","28,184","23,233","19,190","14,038","13,095",---,---,---,---,---,---,"2,392",See note 9
Colleton ,"34,377","31,776","27,622","27,816","28,242","26,268","25,821","29,897","35,390","33,452","40,293","36,386","25,410","41,916","39,505","25,548","27,256","26,404","26,359","24,903",---,See note 10
Darlington ,"61,851","62,717","53,442","52,928","50,016","45,198","41,427","39,126","36,027","32,388","29,134","34,485","26,243","20,361","16,830","14,822","13,728","10,949","9,047","7,631",---,See note 11
Dillon ,"29,114","31,083","28,838","30,584","30,930","29,625","25,733","25,278","22,615",---,---,---,---,---,---,---,---,---,---,---,---,*Marion
Dorchester ,"83,060","58,761","32,276","24,383","22,601","19,928","18,956","19,459","17,891","16,294",---,---,---,---,---,---,---,---,---,---,---,*Colleton
Edgefield ,"18,375","17,528","15,692","15,735","16,591","17,894","19,326","23,928","28,281","25,478","49,259","45,844","42,486","39,887","39,262","32,852","30,509","25,119","23,160","18,130","13,289",
Fairfield ,"22,295","20,700","19,999","20,713","21,780","24,187","23,287","27,159","29,442","29,425","28,599","27,765","19,888","22,111","21,404","20,165","21,546","17,174","11,857","10,087","7,623",
Florence ,"114,344","110,163","89,636","84,438","79,710","70,582","61,027","50,406","35,671","28,474","25,027",---,---,---,---,---,---,---,---,---,---,See note 12
Georgetown ,"46,302","42,461","33,500","34,798","31,762","26,352","21,738","21,716","22,270","22,846","20,857","19,613","16,161","21,305","20,647","18,274","19,943","17,603","15,679","22,938","22,122",See note 13
Greenville ,"320,167","287,913","240,546","209,776","168,152","136,580","117,009","88,498","68,377","53,490","44,310","37,496","22,262","21,892","20,156","17,839","16,476","14,530","13,133","11,504","6,503",
Greenwood ,"59,567","57,847","49,686","44,346","41,628","40,083","36,078","35,791","34,225","28,343",---,---,---,---,---,---,---,---,---,---,---,See note 14
Hampton ,"18,191","18,159","15,878","17,425","18,027","17,465","17,243","19,550","25,126","23,738","20,544","18,741",---,---,---,---,---,---,---,---,---,*Beaufort
Horry ,"144,053","101,419","69,992","68,247","59,820","51,951","39,376","32,077","26,995","23,364","19,256","15,574","10,721","7,962","7,646","5,755","5,245","5,025","4,349",---,---,*Georgetown
Jasper ,"15,487","14,504","11,885","12,237","10,995","11,011","9,988","9,868",---,---,---,---,---,---,---,---,---,---,---,---,---,See note 15
Kershaw ,"43,599","39,015","34,727","33,585","32,287","32,913","32,070","29,398","27,094","24,696","22,361","21,538","11,754","13,086","14,473","12,281","13,545","12,432","9,867","7,340",---,See note 16
Lancaster ,"54,516","53,361","43,328","39,352","37,071","33,542","27,980","28,628","26,650","24,311","20,761","16,903","12,087","11,797","10,988","9,907","10,361","8,716","6,318","6,012","6,302",
Laurens ,"58,092","52,214","49,713","47,609","46,974","44,185","42,094","42,560","41,550","37,382","31,610","29,444","22,536","23,858","23,407","21,584","20,863","17,682","14,982","12,809","9,337",
Lee ,"18,437","18,929","18,323","21,832","23,173","24,908","24,096","26,827","25,318",---,---,---,---,---,---,---,---,---,---,---,---,See note 17
Lexington ,"167,611","140,353","89,012","60,726","44,279","35,994","36,494","35,676","32,040","27,264","22,181","18,564","12,988","15,579","12,930","12,111","9,065","8,083","6,641",---,---,*Orangeburg
McCormick ,"8,868","7,797","7,955","8,629","9,577","10,367","11,471","16,444",---,---,---,---,---,---,---,---,---,---,---,---,---,See note 18
Marion ,"33,899","34,179","30,270","32,014","33,110","30,107","27,221","23,721","20,596","35,181","29,976","34,107","22,160","21,190","17,407","13,932","11,208","10,201","8,884","6,914",---,*Georgetown
Marlboro ,"29,361","31,634","27,151","28,529","31,766","33,281","31,634","33,180","31,189","27,639","23,500","20,598","11,814","12,434","10,789","8,408","8,582","6,425","4,966","5,452","10,706",See note 19
Newberry ,"33,172","31,242","29,273","29,416","31,771","33,577","34,681","35,552","34,586","30,182","26,434","26,497","20,775","20,879","20,143","18,350","17,441","16,104","13,964","12,006","9,342",
Oconee ,"57,494","48,611","40,728","40,204","39,050","36,512","33,368","30,117","27,337","23,634","18,687","16,256","10,536",---,---,---,---,---,---,---,---,*Pickens
Orangeburg ,"84,803","82,276","69,789","68,559","68,726","63,707","63,864","64,907","55,893","59,663","49,393","41,395","16,865","24,896","23,582","18,519","18,453","15,653","13,229","15,766","18,513",See note 20
Pendleton,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,"27,022","22,897","20,052","9,568",See note 21
Pickens ,"93,894","79,292","58,956","46,030","40,058","37,111","33,709","28,329","25,422","19,375","16,389","14,389","10,269","19,639","16,904","14,356","14,473",---,---,---,---,*Pendleton
Richland ,"285,720","269,735","233,868","200,102","142,565","104,843","87,667","78,122","55,143","45,589","36,821","28,573","23,025","18,307","20,243","16,397","14,772","12,321","9,027","6,097","3,930",
Saluda ,"16,357","16,150","14,528","14,554","15,924","17,192","18,148","22,088","20,943","18,966",---,---,---,---,---,---,---,---,---,---,---,*Edgefield
Spartanburg ,"226,800","201,861","173,724","156,830","150,349","127,733","116,323","94,265","83,465","65,560","55,385","40,409","25,784","26,919","26,400","23,669","21,150","16,989","14,259","12,122","8,800",
Sumter ,"102,637","88,243","79,425","74,941","57,634","52,463","45,902","43,040","38,472","51,237","43,605","37,037","25,268","23,859","33,220","27,892","28,277","25,369","19,054","13,103","4,548",See note 22
Union ,"30,337","30,751","29,230","30,015","31,334","31,360","30,920","30,372","29,911","25,501","25,363","24,080","19,248","19,635","19,852","18,936","17,906","14,126","10,995","10,237","7,693",
Williamsburg ,"36,815","38,226","34,243","40,932","43,807","41,011","34,914","38,539","37,626","31,685","27,777","24,110","15,489","15,489","12,447","10,327","9,018","8,716","6,871",---,---,*Georgetown
York,"131,497","106,720","85,216","78,760","71,596","58,663","53,418","50,536","47,718","41,684","38,831","30,713","24,286","21,502","19,433","18,383","17,790","14,936","10,032","10,250","6,604",
,,,,,,,,,,,,,,,,,,,,,,
SOUTH CAROLINA NOTES  ,,,,,,,,,,,,,,,,,,,,,,
"South Carolina was one of the 13 original States.  By the time of the 1790 census it had essentially its current boundaries, with some later adjustments following improved surveys.  ",,,,,,,,,,,,,,,,,,,,,,
"The census has covered all of the State ever since 1790, except for a narrow strip of Indian lands on the northwestern border, first enumerated in 1820.  The 1790 census was not completed in South Carolina until early 1792.  ",,,,,,,,,,,,,,,,,,,,,,
County Notes:  ,,,,,,,,,,,,,,,,,,,,,,
"Note 1: In 1790 South Carolina was divided into seven districts, two of which were reported by subdivisions termed counties.  The populations of four of the other five districts (Beaufort, Charleston, Georgetown, Orangeburg) are shown in the table in Part III for the counties of the same names; the population of Cheraws District is shown for Marlboro County. For 1800, the populations reported for Chesterfield, Darlington, and Marlboro subdivisions of Cheraw District are shown in the table for the counties of the same names; all three became separate districts by 1810. Otherwise, the populations shown for 1800 through 1860 are those reported for districts; besides Cheraw, a few other districts contained subdivisions called counties, but these are not shown in the table.  All districts were redesignated counties in 1868.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 2: Aiken: *Barnwell, Edgefield, Lexington, Orangeburg.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 3: Allendale: *Barnwell, Hampton.  ",,,,,,,,,,,,,,,,,,,,,,
Note 4: Beaufort: 1790: Beaufort District.  ,,,,,,,,,,,,,,,,,,,,,,
"Note 5: Calhoun: *Orangeburg, Lexington.  ",,,,,,,,,,,,,,,,,,,,,,
Note 6: Charleston: 1790: Charleston District.  ,,,,,,,,,,,,,,,,,,,,,,
"Note 7: Cherokee: *Spartanburg, Union, York.  ",,,,,,,,,,,,,,,,,,,,,,
Note 8: Chesterfield: *Cheraws (Marlboro); see also note 1.  ,,,,,,,,,,,,,,,,,,,,,,
Note 9: Clarendon: Reported as part of Sumter District from 1810 through 1850.  ,,,,,,,,,,,,,,,,,,,,,,
Note 10: Colleton: *Charleston District.  ,,,,,,,,,,,,,,,,,,,,,,
Note 11: Darlington: *Cheraws (Marlboro) District; see also note 1.  ,,,,,,,,,,,,,,,,,,,,,,
"Note 12: Florence: *Marion, Darlington, Williamsburg, Clarendon.  ",,,,,,,,,,,,,,,,,,,,,,
Note 13: Georgetown: 1790: Georgetown District.  ,,,,,,,,,,,,,,,,,,,,,,
"Note 14: Greenwood: *Abbeville, Edgefield.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 15: Jasper: *Beaufort, Hampton.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 16: Kershaw: *Lancaster, Richland, Claremont (Sumter), Fairfield.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 17: Lee: *Sumter, Kershaw, Darlington.  ",,,,,,,,,,,,,,,,,,,,,,
"Note 18: McCormick: *Abbeville, Edgefield, Greenwood.  ",,,,,,,,,,,,,,,,,,,,,,
Note 19: Marlboro: 1790: Cheraws District; see also note 1.  ,,,,,,,,,,,,,,,,,,,,,,
Note 20: Orangeburg: 1790: Orangeburg District.  ,,,,,,,,,,,,,,,,,,,,,,
Note 21: Pendleton: To Anderson and Pickens.  ,,,,,,,,,,,,,,,,,,,,,,
Note 22: Sumter: 1790: Claremont.  ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
POPULATION OF COUNTIES -- SOUTH DAKOTA: 1860-1990,,,,,,,,,,,,,,,,,,,,,,
County,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,Notes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
SOUTH DAKOTA,"696,004","690,768","665,507","680,514","652,740","642,961","692,849","636,547","583,888","401,570","348,600","98,268","11,776","4,837",See note 1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Armstrong,--- ,--- ,--- ,--- ,52,42,80,--- ,647,8,34,--- ,--- ,--- ,See note 2,,,,,,,
Aurora ,"3,135","3,628","4,183","4,749","5,020","5,387","7,139","7,246","6,143","4,011","5,045",69,--- ,--- ,"*Buffalo, Charles Mix",,,,,,,
Beadle ,"18,253","19,195","20,877","21,682","21,082","19,648","22,917","19,273","15,776","8,081","9,586","1,290",--- ,--- ,*Buffalo,,,,,,,
Bennett ,"3,206","3,044","3,088","3,053","3,396","3,983","4,590","1,924",96,--- ,--- ,--- ,--- ,--- ,*Rosebud Reservation,,,,,,,
Bon Homme ,"7,089","8,059","8,577","9,229","9,440","10,241","11,737","11,940","11,061","10,379","9,057","5,468",608,--- ,,,,,,,,
Boreman,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,534,--- ,--- ,To Standing Rock Reservation,,,,,,,
Brookings ,"25,207","24,332","22,158","20,046","17,851","16,560","16,847","16,119","14,178","12,561","10,132","4,965",163,--- ,,,,,,,,
Brown ,"35,580","36,962","36,920","34,106","32,617","29,676","31,458","29,509","25,867","15,286","16,855",353,--- ,--- ,,,,,,,,
Brule ,"5,485","5,245","5,870","6,319","6,076","6,195","7,416","7,141","6,451","5,401","6,737",238,--- ,--- ,*Charles Mix,,,,,,,
Buffalo ,"1,759","1,795","1,739","1,547","1,615","1,853","1,931","1,715","1,589","1,790",993,63,246,--- ,,,,,,,,
Butte ,"7,914","8,372","7,825","8,592","8,161","8,004","8,589","6,819","4,993","2,907","1,037",--- ,--- ,--- ,,,,,,,,
Campbell ,"1,965","2,243","2,866","3,531","4,046","5,033","5,629","5,305","5,244","4,527","3,510",50,--- ,--- ,,,,,,,,
Charles Mix ,"9,131","9,680","9,994","11,785","15,558","13,449","16,703","16,256","14,899","8,498","6,016",407,152,--- ,See note 3,,,,,,,
Choteau,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,8,--- ,--- ,--- ,To Butte; Meade,,,,,,,
Clark ,"4,403","4,894","5,515","7,134","8,369","8,955","11,022","11,136","10,901","6,942","6,728",114,--- ,--- ,*Buffalo,,,,,,,
Clay ,"13,186","13,689","12,923","10,810","10,993","9,592","10,088","9,654","8,711","9,316","7,509","5,001","2,621",--- ,,,,,,,,
Codington ,"22,698","20,885","19,140","20,220","18,944","17,014","17,457","16,549","14,092","8,770","7,037","2,156",--- ,--- ,*Deuel,,,,,,,
Corson ,"4,195","5,196","4,994","5,798","6,168","6,755","9,535","7,249","2,929",--- ,--- ,--- ,--- ,--- ,*Standing Rock Reservation,,,,,,,
Custer ,"6,179","6,000","4,698","4,906","5,517","6,023","5,353","3,907","4,458","2,728","4,891",995,--- ,--- ,,,,,,,,
Davison ,"17,503","17,820","17,319","16,681","16,522","15,336","16,821","14,139","11,625","7,483","5,449","1,256",--- ,--- ,*Buffalo,,,,,,,
Day ,"6,978","8,133","8,713","10,516","12,294","13,565","14,606","15,194","14,372","12,254","9,168",231,--- ,--- ,See note 4,,,,,,,
Delano,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,40,--- ,--- ,--- ,To Meade; Butte,,,,,,,
Deuel ,"4,522","5,289","5,686","6,782","7,689","8,450","8,732","8,759","7,768","6,656","4,574","2,302",37,--- ,,,,,,,,
Dewey ,"5,523","5,366","5,170","5,257","4,916","5,709","6,476","4,802","1,145",--- ,--- ,46,--- ,--- ,See note 5,,,,,,,
Douglas ,"3,746","4,181","4,569","5,113","5,636","6,348","7,236","6,993","6,400","5,012","4,600",6,--- ,--- ,*Charles Mix,,,,,,,
Edmunds ,"4,356","5,159","5,548","6,079","7,275","7,814","8,712","8,336","7,654","4,916","4,399",--- ,--- ,--- ,,,,,,,,
Ewing,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,16,--- ,--- ,--- ,To Butte,,,,,,,
Fall River ,"7,353","8,439","7,505","10,688","10,439","8,089","8,741","6,985","7,763","3,541","4,478",--- ,--- ,--- ,*Custer,,,,,,,
Faulk ,"2,744","3,327","3,893","4,397","4,752","5,168","6,895","6,442","6,716","3,547","4,062",4,--- ,--- ,*Buffalo,,,,,,,
Grant ,"8,372","9,013","9,005","9,913","10,233","10,552","10,729","10,880","10,303","9,103","6,814","3,010",--- ,--- ,*Deuel,,,,,,,
Gregory ,"5,359","6,015","6,710","7,399","8,556","9,554","11,420","12,700","13,061","2,211",295,--- ,--- ,--- ,,,,,,,,
Haakon ,"2,624","2,794","2,802","3,303","3,167","3,515","4,679","4,596",--- ,--- ,--- ,--- ,--- ,--- ,*Stanley,,,,,,,
Hamlin ,"4,974","5,261","5,172","6,303","7,058","7,562","8,299","8,054","7,475","5,945","4,625",693,--- ,--- ,*Deuel,,,,,,,
Hand ,"4,272","4,948","5,883","6,712","7,149","7,166","9,485","8,778","7,870","4,525","6,546",153,--- ,--- ,*Buffalo,,,,,,,
Hanson ,"2,994","3,415","3,781","4,584","4,896","5,400","6,131","6,202","6,237","4,947","4,267","1,301",--- ,--- ,"*Buffalo, Hutchinson, Charles Mix",,,,,,,
Harding ,"1,669","1,700","1,855","2,371","2,289","3,010","3,589","3,953","4,228",--- ,167,--- ,--- ,--- ,See note 6,,,,,,,
Hughes ,"14,817","14,220","11,632","12,725","8,111","6,624","7,009","5,711","6,271","3,684","5,044",268,--- ,--- ,*Buffalo,,,,,,,
Hutchinson ,"8,262","9,350","10,379","11,085","11,423","12,668","13,904","13,475","12,319","11,897","10,469","5,573",37,--- ,,,,,,,,
Hyde ,"1,696","2,069","2,515","2,602","2,811","3,113","3,690","3,315","3,307","1,492","1,860",--- ,--- ,--- ,,,,,,,,
Jackson ,"2,811","3,437","1,531","1,985","1,768","1,955","2,636","2,472",--- ,--- ,30,--- ,--- ,--- ,See note 7,,,,,,,
Jayne,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,5,--- ,"To Turner, McCook, Hutchinson; Hanson",,,,,,,
Jerauld ,"2,425","2,929","3,310","4,048","4,476","4,752","5,816","6,338","5,120","2,798","3,605",--- ,--- ,--- ,"*Aurora, Buffalo",,,,,,,
Jones ,"1,324","1,463","1,882","2,066","2,281","2,509","3,177","3,004",--- ,--- ,--- ,--- ,--- ,--- ,*Lyman,,,,,,,
Kingsbury ,"5,925","6,679","7,657","9,227","9,962","10,831","12,805","12,802","12,560","9,866","8,562","1,102",--- ,--- ,"*Brookings, Buffalo",,,,,,,
Lake ,"10,550","10,724","11,456","11,764","11,792","12,412","12,379","12,257","10,711","9,137","7,508","2,657",--- ,--- ,"*Brookings, Minnehaha",,,,,,,
Lawrence ,"20,655","18,339","17,453","17,075","16,648","19,093","13,920","13,029","19,694","17,897","11,673","13,248",--- ,--- ,,,,,,,,
Lincoln ,"15,427","13,942","11,761","12,371","12,767","13,171","13,918","13,893","12,712","12,161","9,143","5,896",712,--- ,,,,,,,,
Lyman ,"3,638","3,864","4,060","4,428","4,572","5,045","6,335","6,591","10,848","2,632",233,124,--- ,--- ,,,,,,,,
McCook ,"5,688","6,444","7,246","8,268","8,828","9,793","10,316","9,990","9,589","8,689","6,448","1,283",--- ,--- ,"*Jayne, Minnehaha",,,,,,,
McPherson ,"3,228","4,027","5,022","5,821","7,071","8,353","8,774","7,705","6,791","6,327","5,940",--- ,--- ,--- ,,,,,,,,
